AMKA;first_name;last_name;age;phone_number
11015043337;Δέσποινα;Κυριακού;86;446-995-8405
11015037601;Δέσποινα;Στεργίου;68;936-565-3354
11015077951;Χρύσα;Κωνσταντινίδου;88;753-213-5589
11015090865;Άννα;Αγγελιδάκη;84;440-379-9905
11015008740;Δήμητρα;Πανταζή;21;408-727-4684
11015030181;Κατερίνα;Ιωάννου;56;695-220-9339
11015066384;Χρύσα;Νικολάου;17;702-213-3006
11015071127;Φωτεινή;Στεργίου;1;155-981-8417
11015025311;Αγγελική;Κωνσταντινίδου;49;806-919-8062
11015030831;Κατερίνα;Παππά;44;460-539-1436
11015012325;Δήμητρα;Παππά;18;402-567-4010
11015047985;Δέσποινα;Δημητρίου;18;391-829-6106
11015087316;Δήμητρα;Αγγελιδάκη;100;673-413-9968
11015016429;Νικολέτα;Κυριακού;82;571-302-7895
11015020968;Βασιλική;Κυριακού;29;166-342-0699
11015054538;Νικολέτα;Οικονόμου;67;268-801-6998
11015084621;Δέσποινα;Παπαδοπούλου;10;856-277-9442
11015063270;Ευαγγελία;Αναστασιάδου;92;163-646-2381
11015047342;Ελένη;Νικολάου;48;648-271-6508
11015065624;Αντωνία;Ιωάννου;23;631-146-6506
11015058632;Ιωάννα;Γεωργίου;5;669-299-3685
11015024198;Δήμητρα;Δημητρίου;86;504-806-7974
11015015607;Βασιλική;Χατζή;9;682-681-9918
11015072046;Ειρήνη;Μιχαηλίδου;24;740-672-1765
11015025259;Νικολέτα;Αγγελιδάκη;17;288-908-3276
11015031411;Γεωργία;Αναστασιάδου;86;479-762-9763
11015057517;Βασιλική;Διαμαντή;83;855-116-0223
11015077559;Αντωνία;Στεργίου;24;735-302-9487
11015037399;Δήμητρα;Βλάχου;33;775-970-8933
11015005798;Άννα;Μακρή;60;967-165-3376
11015054967;Μαρία;Κωνσταντινίδου;44;705-199-1737
11015019015;Αλεξάνδρα;Κυριακού;22;450-896-7703
11015056224;Μαρίνα;Κυριακού;82;935-912-7818
11015052273;Δήμητρα;Παππά;27;662-111-2910
11015029905;Δέσποινα;Παππά;41;150-770-2866
11015089421;Άννα;Οικονόμου;100;489-106-6540
11015083392;Αντωνία;Πανταζή;94;426-304-5739
11015070805;Ειρήνη;Μακρή;21;840-697-2404
11015069292;Σοφία;Κωνσταντινίδου;50;706-470-4794
99900000001;Νικολέτα;Κυριακού;31;560-692-8714
99900000002;Φωτεινή;Αγγελιδάκη;91;147-202-8490
11015073161;Αλεξάνδρα;Διαμαντή;80;218-932-1813
11015072732;Δήμητρα;Στεργίου;53;860-945-1093
11015015206;Αντωνία;Δημητρίου;61;191-593-5319
11015032054;Αλεξάνδρα;Παπαδοπούλου;46;953-442-9394
11015003451;Αγγελική;Ιωάννου;9;297-763-3171
11015007938;Μαρία;Αναστασιάδου;97;512-883-7742
11015070182;Ιωάννα;Νικολάου;47;921-430-6063
11015082758;Βασιλική;Γεωργίου;64;575-787-3693
11015072126;Μαρία;Δημητρίου;89;697-563-7283
11015067043;Μαρία;Μακρή;62;941-920-3892
11015032456;Βασιλική;Βλάχου;3;326-883-7709
11015028853;Άννα;Πανταζή;37;385-446-2319
11015009847;Αγγελική;Κωνσταντινίδου;44;750-567-5243
11015063289;Δέσποινα;Οικονόμου;52;892-669-9582
11015078656;Βασιλική;Δημητρίου;92;504-113-9184
11015060219;Σοφία;Χατζή;75;685-108-9052
11015019596;Μαρία;Ιωάννου;23;846-912-3243
11015003610;Βασιλική;Παπαδοπούλου;85;444-545-3939
11015075409;Μαρίνα;Κωνσταντινίδου;13;652-511-5430
11015040946;Γεωργία;Πανταζή;46;987-128-7568
11015056171;Νικολέτα;Διαμαντή;80;682-748-0678
11015095209;Σοφία;Νικολάου;98;576-447-8978
11015004165;Μαρίνα;Καραγιάννη;21;500-503-2744
11015030092;Σοφία;Γεωργίου;50;893-197-3039
11015016223;Δήμητρα;Πανταζή;47;594-432-2493
11015049778;Μαρία;Γεωργίου;55;490-438-4426
11015073045;Μαρία;Πανταζή;29;650-332-9103
11015092462;Ειρήνη;Δημητρίου;65;167-759-9120
11015056000;Κατερίνα;Στεργίου;91;480-887-9196
11015072420;Άννα;Σαμαρά;62;135-269-1022
11015083034;Ελένη;Νικολάου;33;930-103-3968
11015037200;Αγγελική;Μακρή;58;934-592-3955
11015074231;Άννα;Βλάχου;56;146-876-7753
11015092239;Ειρήνη;Καραγιάννη;8;293-340-9567
11015068774;Αντωνία;Βλάχου;83;478-470-0928
11015012548;Γεωργία;Μακρή;58;222-420-5180
11015002595;Αντωνία;Βλάχου;20;409-697-0985
11015046423;Νικολέτα;Ιωάννου;29;388-645-7140
11015085274;Αντωνία;Βλάχου;7;696-291-3959
11015092006;Γεωργία;Δημητρίου;22;914-115-1358
11015003576;Χριστίνα;Νικολάου;22;908-687-4111
11015023590;Άννα;Νικολάου;3;853-865-4788
11015054994;Σοφία;Κυριακού;61;516-215-6543
11015069746;Άννα;Νικολάου;29;643-273-3826
11015011488;Άννα;Διαμαντή;54;650-917-1536
11015080368;Ελένη;Οικονόμου;45;895-875-0519
11015063751;Αλεξάνδρα;Παπαδοπούλου;19;840-647-2127
11015011013;Άννα;Δημητρίου;97;621-451-8289
11015095539;Σοφία;Αγγελιδάκη;25;111-648-6238
11015024786;Βασιλική;Κωνσταντινίδου;47;159-960-5696
11015022458;Σοφία;Διαμαντή;33;182-782-4382
11015033188;Σοφία;Γεωργίου;1;839-384-1858
11015099991;Σοφία;Αναστασιάδου;20;982-749-4092
11015011825;Αντωνία;Κυριακού;12;226-194-3004
11015010700;Βασιλική;Δημητρίου;81;245-352-0503
11015088752;Ειρήνη;Πανταζή;98;533-862-2405
11015076738;Μαρίνα;Καραγιάννη;31;300-946-5412
11015035872;Αγγελική;Διαμαντή;96;976-356-2294
11015085746;Κατερίνα;Αναστασιάδου;32;181-690-8719
11015029665;Δέσποινα;Χατζή;52;332-606-8567
11015081795;Δέσποινα;Πανταζή;92;634-747-0549
11015007536;Γεωργία;Χατζή;44;327-146-1261
11015095655;Φωτεινή;Χατζή;87;423-799-3641
11015048804;Αντωνία;Παππά;18;590-479-5337
11015086326;Φωτεινή;Δημητρίου;74;632-155-5361
11015020423;Γεωργία;Ιωάννου;22;571-240-9674
11015005351;Ευαγγελία;Κυριακού;61;551-427-8961
11015079851;Δέσποινα;Διαμαντή;15;446-135-4711
11015096155;Άννα;Πανταζή;73;186-355-1373
11015001382;Αντωνία;Κωνσταντινίδου;93;890-408-5323
11015076756;Δέσποινα;Διαμαντή;34;545-853-5111
11015027658;Δήμητρα;Οικονόμου;15;523-405-7457
11015016447;Χρύσα;Καραγιάννη;45;805-525-8883
11015014289;Άννα;Οικονόμου;84;909-846-6327
11015046272;Φωτεινή;Νικολάου;22;197-231-2456
11015040027;Ειρήνη;Στεργίου;40;312-394-7980
11015079815;Γεωργία;Διαμαντή;87;974-113-5709
11015020593;Αγγελική;Στεργίου;41;876-739-2263
11015017286;Αντωνία;Παπαδοπούλου;13;848-378-9369
11015071494;Ελένη;Γεωργίου;19;320-537-2846
11015007670;Δήμητρα;Δημητρίου;42;733-993-0551
11015009598;Αλεξάνδρα;Χατζή;93;944-854-6845
11015007965;Ειρήνη;Κωνσταντινίδου;61;805-519-4011
11015097582;Νικολέτα;Αγγελιδάκη;59;770-880-2122
11015077871;Αντωνία;Δημητρίου;73;643-921-9926
11015061245;Ευαγγελία;Κωνσταντινίδου;44;860-203-2599
11015075695;Φωτεινή;Καραγιάννη;34;968-282-4152
11015037674;Κατερίνα;Νικολάου;94;472-488-7421
11015090543;Κατερίνα;Νικολάου;85;875-115-9896
11015001275;Γεωργία;Αγγελιδάκη;79;986-763-9972
11015036871;Σοφία;Αναστασιάδου;66;678-796-7672
11015071591;Άννα;Αναστασιάδου;89;576-743-0467
11015057679;Βασιλική;Πανταζή;26;900-973-9122
11015026953;Άννα;Διαμαντή;45;673-248-6775
11015076266;Ειρήνη;Στεργίου;53;748-835-6833
11015035694;Χρύσα;Καραγιάννη;32;502-217-5479
11015003157;Χρύσα;Μιχαηλίδου;37;654-646-6652
11015042427;Μαρίνα;Ιωάννου;11;983-905-6128
11015066730;Φωτεινή;Κωνσταντινίδου;69;762-125-9022
11015093808;Αλεξάνδρα;Κωνσταντινίδου;20;412-538-4626
11015015395;Μαρίνα;Μακρή;48;666-123-4144
11015071993;Άννα;Οικονόμου;80;551-336-0606
11015011442;Αγγελική;Παππά;18;412-949-9754
11015059301;Νικολέτα;Αναστασιάδου;92;361-551-3830
11015003200;Βασιλική;Οικονόμου;46;694-891-7233
11015071485;Δέσποινα;Δημητρίου;89;340-648-7840
11015094200;Δήμητρα;Παππά;8;393-334-0967
11015065483;Άννα;Γεωργίου;66;376-587-9189
11015060139;Χριστίνα;Κυριακού;53;941-174-7050
11015015536;Αγγελική;Παπαδοπούλου;43;799-930-2333
11015046806;Αντωνία;Δημητρίου;85;505-315-3719
11015077700;Γεωργία;Παπαδοπούλου;7;682-763-5648
11015023714;Βασιλική;Αγγελιδάκη;56;820-626-5442
11015096672;Σοφία;Βλάχου;21;960-649-0432
11015079432;Ελένη;Οικονόμου;14;146-953-3485
11015048537;Ευαγγελία;Μιχαηλίδου;58;672-379-6171
11015080313;Νικολέτα;Χατζή;11;765-730-1581
11015099713;Αντωνία;Σαμαρά;63;320-709-9456
11015068907;Μαρίνα;Μιχαηλίδου;46;944-685-8003
11015032367;Ειρήνη;Αγγελιδάκη;70;755-772-4856
11015090703;Σοφία;Νικολάου;74;662-321-1984
11015054592;Βασιλική;Στεργίου;69;905-425-2853
11015077158;Αντωνία;Αγγελιδάκη;22;663-747-7603
11015089948;Κατερίνα;Χατζή;97;812-981-3900
11015003932;Δέσποινα;Καραγιάννη;69;618-719-8126
11015066543;Χρύσα;Οικονόμου;98;163-246-6156
11015027863;Ιωάννα;Οικονόμου;43;123-128-5374
11015034819;Νικολέτα;Αναστασιάδου;34;704-201-5854
11015033972;Αγγελική;Μιχαηλίδου;100;588-161-2541
11015049634;Ιωάννα;Πανταζή;62;281-948-4722
11015090026;Χριστίνα;Ιωάννου;92;758-363-9013
11015032401;Ευαγγελία;Κωνσταντινίδου;10;295-925-2437
11015043113;Αλεξάνδρα;Αναστασιάδου;14;797-738-2850
11015081651;Μαρίνα;Παπαδοπούλου;95;286-616-5132
11015067720;Γεωργία;Αναστασιάδου;96;382-853-8038
11015001863;Ιωάννα;Καραγιάννη;100;774-931-4538
11015079478;Γεωργία;Σαμαρά;88;415-662-4946
11015012138;Ειρήνη;Αναστασιάδου;90;284-231-7166
11015076541;Δέσποινα;Πανταζή;55;537-374-1259
11015085112;Φωτεινή;Βλάχου;35;199-253-7291
11015046441;Γεωργία;Παππά;60;537-843-3644
11015041669;Ελένη;Διαμαντή;29;130-606-0376
11015042490;Δέσποινα;Βλάχου;99;761-648-5445
11015006591;Γεωργία;Αναστασιάδου;68;817-535-6249
11015097966;Χριστίνα;Στεργίου;80;297-871-0819
11015077425;Αντωνία;Μιχαηλίδου;90;221-265-4368
11015004888;Δήμητρα;Γεωργίου;99;133-140-2134
11015008447;Αγγελική;Διαμαντή;98;798-165-6648
11015080714;Κατερίνα;Διαμαντή;11;602-209-4832
11015037781;Αλεξάνδρα;Παπαδοπούλου;27;552-531-9557
11015010345;Ειρήνη;Νικολάου;49;867-455-5164
11015045585;Χριστίνα;Διαμαντή;14;912-375-7131
11015087888;Μαρία;Κυριακού;73;943-710-1182
11015067436;Νικολέτα;Αγγελιδάκη;87;380-286-6847
11015015705;Φωτεινή;Παπαδοπούλου;61;868-649-2664
11015067695;Αλεξάνδρα;Κωνσταντινίδου;87;334-506-0898
11015004254;Αντωνία;Βλάχου;80;689-181-6554
11015098778;Χρύσα;Κωνσταντινίδου;22;980-935-8308
11015018383;Αλεξάνδρα;Πανταζή;53;817-627-0949
11015070397;Δέσποινα;Στεργίου;70;634-845-8362
11015093602;Γεωργία;Γεωργίου;55;720-378-7591
11015006751;Ειρήνη;Δημητρίου;74;349-603-5041
11015021903;Βασιλική;Χατζή;96;912-431-4358
99900000003;Δέσποινα;Κωνσταντινίδου;51;448-629-4538
11015033428;Ειρήνη;Καραγιάννη;97;534-531-5594
11015082776;Άννα;Διαμαντή;85;212-571-6271
11015087655;Χριστίνα;Κυριακού;71;859-886-8959
11015040312;Μαρία;Σαμαρά;88;431-675-8407
11015066151;Άννα;Παπαδοπούλου;17;580-252-6423
11015030617;Άννα;Οικονόμου;51;583-758-1537
11015037754;Μαρία;Κωνσταντινίδου;65;558-134-7767
11015036504;Ιωάννα;Διαμαντή;66;866-915-2810
11015018490;Ευαγγελία;Νικολάου;21;714-943-0205
11015052022;Αλεξάνδρα;Αγγελιδάκη;51;839-474-2194
11015022323;Ευαγγελία;Αγγελιδάκη;13;704-823-0295
11015088333;Ευαγγελία;Αγγελιδάκη;91;532-695-8525
11015040731;Σοφία;Παπαδοπούλου;6;738-979-4315
99900000004;Φωτεινή;Παππά;84;900-203-0494
11015063895;Αντωνία;Γεωργίου;43;768-232-1517
11015062315;Αλεξάνδρα;Κυριακού;64;935-925-7243
11015067800;Δήμητρα;Πανταζή;61;805-420-1560
11015090071;Βασιλική;Παππά;35;814-313-5088
11015096164;Άννα;Νικολάου;88;691-666-6328
11015091597;Ελένη;Βλάχου;29;816-547-0020
11015042597;Γεωργία;Διαμαντή;95;773-324-3637
11015050328;Αλεξάνδρα;Κωνσταντινίδου;39;167-114-1203
11015003736;Αλεξάνδρα;Διαμαντή;94;783-278-0888
11015012469;Ειρήνη;Αγγελιδάκη;55;522-799-9906
11015035765;Ελένη;Βλάχου;81;454-346-5526
11015031215;Μαρία;Γεωργίου;80;861-901-8106
11015025801;Άννα;Αγγελιδάκη;9;389-780-4333
11015070645;Ιωάννα;Γεωργίου;94;649-931-4127
11015068550;Χριστίνα;Κωνσταντινίδου;65;220-428-3312
11015068792;Ελένη;Καραγιάννη;46;790-315-1176
11015016946;Σοφία;Δημητρίου;50;604-286-6446
11015033552;Άννα;Μιχαηλίδου;9;353-171-3941
11015039066;Άννα;Καραγιάννη;59;179-572-3137
11015071671;Φωτεινή;Πανταζή;27;565-436-6284
11015041589;Ειρήνη;Παπαδοπούλου;78;498-975-1448
11015006671;Αλεξάνδρα;Αγγελιδάκη;65;417-237-0410
11015078497;Δέσποινα;Οικονόμου;34;717-973-1972
11015013789;Άννα;Νικολάου;1;537-691-9411
11015033614;Βασιλική;Μακρή;14;455-121-4553
11015044452;Φωτεινή;Παπαδοπούλου;97;126-278-6065
11015016161;Φωτεινή;Ιωάννου;22;919-635-3298
11015058767;Κατερίνα;Κυριακού;66;516-708-1969
11015076783;Βασιλική;Αγγελιδάκη;92;960-454-5558
11015057394;Γεωργία;Γεωργίου;7;521-340-4734
11015083515;Νικολέτα;Παπαδοπούλου;27;815-335-7242
11015023359;Μαρία;Ιωάννου;54;565-612-1107
11015097813;Κατερίνα;Αναστασιάδου;27;508-559-7551
11015040777;Αγγελική;Αγγελιδάκη;55;433-858-2101
11015038682;Ελένη;Καραγιάννη;95;325-740-2060
11015077256;Χρύσα;Ιωάννου;1;958-941-9528
11015034383;Βασιλική;Μακρή;44;516-987-4931
11015054565;Χριστίνα;Διαμαντή;89;178-118-9738
11015018631;Μαρίνα;Κυριακού;84;458-252-2779
11015022412;Άννα;Κωνσταντινίδου;16;908-258-7675
11015011978;Φωτεινή;Παπαδοπούλου;89;375-903-5611
11015000150;Χρύσα;Κωνσταντινίδου;35;558-603-3299
11015058160;Χριστίνα;Χατζή;92;206-818-5663
11015025455;Χριστίνα;Γεωργίου;97;683-152-2174
11015084462;Κατερίνα;Νικολάου;8;849-135-9155
11015077602;Γεωργία;Σαμαρά;85;105-860-5421
11015092569;Άννα;Στεργίου;81;953-132-4830
11015070976;Αλεξάνδρα;Παπαδοπούλου;59;505-659-5689
11015002201;Άννα;Χατζή;73;823-130-3182
11015061940;Μαρία;Αναστασιάδου;66;169-109-6867
11015082400;Χριστίνα;Χατζή;64;120-383-4982
11015020824;Μαρίνα;Χατζή;75;940-840-1978
99900000005;Κατερίνα;Βλάχου;83;329-381-7914
11015012922;Αλεξάνδρα;Ιωάννου;5;514-726-8429
11015069194;Ιωάννα;Διαμαντή;93;574-403-1381
11015073492;Μαρίνα;Ιωάννου;3;321-521-3816
11015001845;Δέσποινα;Οικονόμου;42;583-887-8539
11015041687;Αλεξάνδρα;Καραγιάννη;39;988-380-2482
11015038842;Δέσποινα;Μιχαηλίδου;42;326-835-4784
11015093906;Σοφία;Διαμαντή;54;671-324-8303
11015091445;Σοφία;Μακρή;24;296-840-8527
11015052629;Αντωνία;Νικολάου;15;441-913-0748
11015091631;Βασιλική;Χατζή;51;939-656-2687
11015004548;Βασιλική;Πανταζή;98;766-475-2923
11015023331;Νικολέτα;Οικονόμου;64;252-940-5501
11015053682;Ελένη;Παππά;56;879-448-6184
11015088716;Φωτεινή;Αναστασιάδου;60;653-415-7268
11015063706;Ειρήνη;Παπαδοπούλου;28;620-745-7289
11015083089;Χρύσα;Σαμαρά;70;139-398-3935
11015068836;Ειρήνη;Παππά;13;732-252-5682
11015017650;Χριστίνα;Σαμαρά;81;435-124-4581
11015055323;Μαρία;Μιχαηλίδου;64;695-338-8616
11015083463;Μαρία;Δημητρίου;32;195-519-6000
11015040526;Ελένη;Καραγιάννη;65;728-550-4574
11015009990;Χρύσα;Σαμαρά;58;422-806-6630
11015023215;Ιωάννα;Αναστασιάδου;91;144-362-5101
11015004129;Ειρήνη;Αναστασιάδου;6;856-988-5625
11015013903;Αντωνία;Σαμαρά;46;877-100-2152
11015010149;Βασιλική;Μιχαηλίδου;76;856-212-7120
11015085979;Κατερίνα;Καραγιάννη;79;292-371-3742
11015076453;Κατερίνα;Παππά;28;744-858-6641
11015044498;Χριστίνα;Αγγελιδάκη;80;474-296-5393
99900000006;Δήμητρα;Δημητρίου;46;154-163-6469
11015046922;Χριστίνα;Μακρή;59;109-109-8081
11015092113;Φωτεινή;Αγγελιδάκη;54;554-717-3301
11015021477;Βασιλική;Σαμαρά;96;233-412-3700
11015026203;Μαρία;Αναστασιάδου;34;904-916-6399
99900000007;Αντωνία;Αναστασιάδου;84;995-843-4167
11015035596;Άννα;Διαμαντή;50;842-405-3377
11015041516;Ελένη;Πανταζή;1;420-178-6148
11015059383;Αλεξάνδρα;Νικολάου;73;133-210-2243
11015014902;Δήμητρα;Καραγιάννη;48;646-881-9114
11015063680;Αγγελική;Ιωάννου;82;564-201-0781
11015038799;Ιωάννα;Κωνσταντινίδου;69;952-590-1179
11015071760;Αλεξάνδρα;Παπαδοπούλου;34;191-458-0616
99900000008;Ιωάννα;Μακρή;80;165-875-6588
11015040447;Δέσποινα;Καραγιάννη;54;585-115-2706
11015061735;Βασιλική;Καραγιάννη;75;277-325-4334
11015052184;Δήμητρα;Σαμαρά;19;102-974-4788
11015083249;Γεωργία;Οικονόμου;89;960-769-0146
11015041455;Χριστίνα;Νικολάου;99;542-495-2146
11015092792;Μαρία;Αγγελιδάκη;35;980-531-4553
11015068319;Αλεξάνδρα;Κωνσταντινίδου;51;476-557-9396
11015005155;Ελένη;Κωνσταντινίδου;30;696-123-7007
11015013119;Δήμητρα;Πανταζή;50;425-101-0723
11015072322;Αγγελική;Διαμαντή;1;317-548-9325
11015051880;Ιωάννα;Νικολάου;31;361-731-0427
11015008928;Νικολέτα;Νικολάου;100;843-486-9160
11015085158;Κατερίνα;Κωνσταντινίδου;10;598-402-0893
11015020628;Φωτεινή;Παπαδοπούλου;54;250-930-0664
99900000009;Κατερίνα;Βλάχου;98;810-693-6671
11015014813;Ιωάννα;Μιχαηλίδου;45;539-961-2256
11015045326;Αλεξάνδρα;Παπαδοπούλου;34;805-979-6793
11015077648;Ειρήνη;Παπαδοπούλου;93;987-767-6291
11015089993;Φωτεινή;Μιχαηλίδου;63;175-712-1006
11015042819;Δέσποινα;Παπαδοπούλου;62;327-356-2050
11015045479;Νικολέτα;Μακρή;57;776-564-5202
11015070057;Ελένη;Δημητρίου;42;944-551-6961
11015030387;Μαρία;Αγγελιδάκη;4;933-438-2077
11015045415;Ευαγγελία;Οικονόμου;37;864-116-2041
11015006181;Γεωργία;Βλάχου;65;696-801-1177
11015053389;Χρύσα;Καραγιάννη;78;308-595-0431
11015060932;Ευαγγελία;Κυριακού;38;414-535-2322
11015072377;Σοφία;Χατζή;20;513-885-6547
11015095147;Βασιλική;Σαμαρά;27;147-623-0019
11015056901;Δέσποινα;Καραγιάννη;16;453-277-7588
11015079325;Χρύσα;Μιχαηλίδου;38;685-550-2722
11015010620;Αντωνία;Κωνσταντινίδου;58;309-246-8103
11015042702;Ιωάννα;Στεργίου;11;760-604-1897
11015022662;Νικολέτα;Παπαδοπούλου;7;579-964-0402
11015051176;Μαρίνα;Βλάχου;70;118-457-7775
11015094460;Άννα;Χατζή;89;143-743-9254
11015045638;Μαρία;Κωνσταντινίδου;44;937-981-9845
11015077238;Ελένη;Αναστασιάδου;72;269-687-3198
11015054306;Φωτεινή;Παππά;76;240-843-6295
11015043257;Άννα;Οικονόμου;20;137-135-4363
11015022804;Αγγελική;Μιχαηλίδου;3;138-677-7363
11015038361;Ευαγγελία;Ιωάννου;66;155-559-8819
11015049607;Μαρίνα;Ιωάννου;8;148-596-7205
11015076140;Χρύσα;Διαμαντή;87;947-546-0121
11015051791;Άννα;Σαμαρά;29;504-524-3369
11015013752;Χρύσα;Αναστασιάδου;15;470-153-7185
11015099571;Ιωάννα;Χατζή;73;805-232-9997
11015051050;Αντωνία;Μιχαηλίδου;15;586-881-6515
11015070618;Χριστίνα;Στεργίου;79;329-981-0660
11015067383;Αγγελική;Διαμαντή;28;368-959-7045
11015028185;Ελένη;Γεωργίου;93;468-171-0549
11015071403;Χρύσα;Κυριακού;13;520-510-4478
11015022261;Αντωνία;Πανταζή;25;955-227-5056
11015045022;Ελένη;Βλάχου;4;334-655-1065
11015081027;Μαρίνα;Μιχαηλίδου;5;381-884-9247
11015018301;Ιωάννα;Στεργίου;1;176-860-5751
11015088663;Μαρία;Μιχαηλίδου;70;885-786-8508
11015019202;Ευαγγελία;Γεωργίου;58;629-578-8953
11015033650;Αντωνία;Αγγελιδάκη;91;518-488-0274
11015081367;Ελένη;Πανταζή;87;572-206-9518
11015001499;Μαρίνα;Δημητρίου;65;993-502-7801
11015053209;Βασιλική;Οικονόμου;59;689-562-6477
11015054137;Κατερίνα;Ιωάννου;57;654-851-8225
11015054146;Δέσποινα;Κωνσταντινίδου;27;783-328-5765
11015018089;Ειρήνη;Παππά;10;412-137-0965
11015061931;Σοφία;Μακρή;78;565-257-9299
11015013397;Χρύσα;Πανταζή;31;208-432-2532
11015010425;Ελένη;Αναστασιάδου;53;113-255-9061
99900000010;Νικολέτα;Γεωργίου;75;821-765-1949
11015007475;Βασιλική;Αναστασιάδου;79;282-805-8270
