AMKA;hire_date;staff_type;image_url;im_description
11015065624;7/3/2010;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015058632;10/10/2007;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015024198;12/6/2005;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015015607;4/3/2008;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015072046;19/7/2011;nurse;images/nurse.png;Εστιάζει στην καρδιαγγειακή υγεία.
11015025259;4/8/2002;nurse;images/nurse.png;Εστιάζει στην καρδιαγγειακή υγεία.
11015031411;9/6/2021;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015057517;28/2/2004;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015077559;18/8/2021;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015037399;27/11/2024;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015005798;28/8/2009;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015054967;27/6/1996;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015019015;9/11/2020;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015056224;13/8/2008;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015052273;7/4/1998;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015029905;12/10/2022;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015089421;7/2/2007;nurse;images/nurse.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015083392;1/2/2003;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015070805;2/2/2012;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015069292;30/4/2009;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
99900000001;3/8/1995;nurse;images/nurse.png;Εστιάζει στην καρδιαγγειακή υγεία.
99900000002;22/11/1996;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015073161;22/1/2020;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015072732;22/6/2024;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015015206;12/1/2020;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015032054;23/5/2018;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015003451;28/9/2014;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015007938;4/10/2007;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015070182;18/11/1999;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015082758;21/11/2025;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015072126;19/4/2015;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015067043;25/4/2010;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015032456;13/5/2013;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015028853;13/1/2024;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015009847;18/12/2004;nurse;images/nurse.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015063289;4/5/2017;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015078656;13/9/2009;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015060219;23/11/1995;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015019596;31/7/2007;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015003610;4/12/2009;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015075409;26/1/2006;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015040946;11/3/1997;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015056171;5/5/2019;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015095209;31/10/2007;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015004165;19/9/1995;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015030092;5/2/2001;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015016223;19/4/2008;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015049778;21/12/2014;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015073045;8/1/1997;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015092462;27/11/2008;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015056000;31/5/2018;nurse;images/nurse.png;Εστιάζει στην καρδιαγγειακή υγεία.
11015072420;29/6/1998;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015083034;1/11/2005;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015037200;26/6/2016;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015074231;29/5/2021;nurse;images/nurse.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015092239;28/3/1996;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015068774;7/3/1996;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015012548;12/10/2024;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015002595;9/2/2000;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015046423;21/3/2006;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015085274;8/10/2022;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015092006;23/9/2006;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015003576;23/3/2006;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015023590;22/2/1998;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015054994;20/4/2015;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015069746;13/2/2023;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015011488;21/12/1997;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015080368;15/12/2015;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015063751;16/10/2001;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015011013;24/6/2012;nurse;images/nurse.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015095539;15/7/2013;nurse;images/nurse.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015024786;28/12/1995;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015022458;26/2/2010;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015033188;14/4/2021;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015099991;5/12/2000;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015011825;24/7/2021;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015010700;10/12/2001;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015088752;6/7/2013;nurse;images/nurse.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015076738;21/12/2001;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015035872;19/1/2013;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015085746;9/11/1999;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015029665;12/8/2010;nurse;images/nurse.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015081795;9/11/2012;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015007536;22/2/2000;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015095655;22/3/1999;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015048804;18/3/2026;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015086326;8/5/2010;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015020423;2/12/2023;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015005351;29/2/2000;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015079851;25/7/2002;nurse;images/nurse.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015096155;26/5/2012;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015001382;19/9/2025;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015076756;25/2/2009;nurse;images/nurse.png;Εστιάζει στην καρδιαγγειακή υγεία.
11015027658;13/4/2010;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015016447;29/9/2022;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015014289;28/9/2013;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015046272;3/2/2020;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015040027;24/12/2002;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015079815;22/7/1998;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015020593;24/1/2001;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015017286;12/2/2004;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015071494;29/7/2018;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015007670;23/2/2020;nurse;images/nurse.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015009598;23/1/2004;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015007965;17/2/1998;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015097582;9/4/2001;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015077871;28/12/2012;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015061245;16/8/2006;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015075695;27/9/2005;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015037674;20/8/2006;nurse;images/nurse.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015090543;20/3/2025;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015001275;23/6/2003;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015036871;9/1/2005;nurse;images/nurse.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015071591;2/6/2011;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015057679;30/4/2020;nurse;images/nurse.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015026953;1/7/2019;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015076266;15/2/2026;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015035694;3/10/2020;nurse;images/nurse.png;Εστιάζει στην καρδιαγγειακή υγεία.
11015003157;22/3/2025;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015042427;29/1/2012;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015066730;12/11/2021;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015093808;29/11/2019;nurse;images/nurse.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015015395;27/10/2013;nurse;images/nurse.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015071993;28/3/2003;nurse;images/nurse.png;Ειδική στη διαγνωστική απεικόνιση.
11015011442;13/12/2005;nurse;images/nurse.png;Εστιάζει στην καρδιαγγειακή υγεία.
11015059301;26/11/2001;nurse;images/nurse.png;Εστιάζει στην καρδιαγγειακή υγεία.
11015003200;4/1/2006;nurse;images/nurse.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015071485;24/5/2023;nurse;images/nurse.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015094200;26/5/2004;nurse;images/nurse.png;Εξειδικευμένη στην παιδιατρική φροντίδα.
11015065483;4/5/2005;administrator;images/administrator.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015060139;28/12/2001;administrator;images/administrator.png;Εστιάζει στην καρδιαγγειακή υγεία.
11015015536;9/12/2021;administrator;images/administrator.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015046806;4/3/2014;administrator;images/administrator.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015077700;12/7/1997;administrator;images/administrator.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015023714;22/7/2015;administrator;images/administrator.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015096672;30/10/2016;administrator;images/administrator.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015079432;8/4/2011;administrator;images/administrator.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015048537;18/12/2006;administrator;images/administrator.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015080313;17/11/2013;administrator;images/administrator.png;Εστιάζει στην καρδιαγγειακή υγεία.
11015099713;31/3/2022;administrator;images/administrator.png;Γνωστή για την αριστεία σε μη επεμβατικές καρδιολογικές πράξεις.
11015068907;25/4/2003;administrator;images/administrator.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015032367;20/8/2011;administrator;images/administrator.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
11015090703;21/2/2025;administrator;images/administrator.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015054592;26/3/2018;administrator;images/administrator.png;Επαγγελματίας με 15ετή εμπειρία σε χρόνια νοσήματα.
11015077158;9/12/2009;administrator;images/administrator.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015089948;27/9/2012;administrator;images/administrator.png;Ειδική στη διαγνωστική απεικόνιση.
11015003932;17/7/2022;administrator;images/administrator.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015066543;19/5/2005;administrator;images/administrator.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015027863;28/2/2005;administrator;images/administrator.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015034819;22/7/2024;administrator;images/administrator.png;Ειδική στη διαγνωστική απεικόνιση.
11015033972;20/2/2013;administrator;images/administrator.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015049634;4/1/2014;administrator;images/administrator.png;Εστιάζει στην καρδιαγγειακή υγεία.
11015090026;30/9/2015;administrator;images/administrator.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015032401;7/5/2026;administrator;images/administrator.png;Ειδική στη νευρολογία και σε σύνθετα περιστατικά.
11015043113;4/5/2010;administrator;images/administrator.png;Αφοσιωμένη στην εσωτερική παθολογία.
11015081651;24/9/2011;administrator;images/administrator.png;Ορθοπεδικός ειδική στην αποκατάσταση αρθρώσεων.
11015067720;26/6/2017;administrator;images/administrator.png;Πιστοποιημένη σε καινοτόμες χειρουργικές τεχνικές.
11015001863;8/4/2023;administrator;images/administrator.png;Επιμελήτρια με έμφαση στην προληπτική ιατρική.
